Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID3609,04-03-2015 14:49,Dan,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3610,04-03-2015 14:49,Joe,Television,Y,Y,119,0 days 00:05:22,3
ID3611,04-03-2015 15:00,Jim,Air Conditioner,Y,Y,15,0 days 00:04:36,4
ID3612,04-03-2015 15:00,Jim,Air Conditioner,Y,Y,15,0 days 00:02:14,4
ID3613,04-03-2015 15:30,Martha,Fridge,Y,Y,61,0 days 00:06:46,5
ID3614,04-03-2015 15:30,Joe,Washing Machine,Y,Y,92,0 days 00:04:21,3
ID3615,04-03-2015 15:36,Joe,Television,Y,N,69,0 days 00:02:13,4
ID3616,04-03-2015 15:36,Becky,Toaster,Y,Y,32,0 days 00:06:26,3
ID3617,04-03-2015 15:36,Diane,Toaster,Y,Y,119,0 days 00:04:33,4
ID3618,04-03-2015 15:36,Diane,Washing Machine,Y,N,11,0 days 00:05:09,4
ID3619,04-03-2015 16:06,Greg,Air Conditioner,Y,Y,81,0 days 00:02:53,4
ID3620,04-03-2015 16:06,Becky,Television,Y,Y,23,0 days 00:00:31,3
ID3621,04-03-2015 16:17,Greg,Television,Y,Y,54,0 days 00:00:47,2
ID3622,04-03-2015 16:17,Martha,Television,Y,Y,61,0 days 00:05:44,5
ID3623,04-03-2015 16:30,Diane,Air Conditioner,Y,Y,62,0 days 00:04:03,4
ID3624,04-03-2015 16:30,Martha,Toaster,Y,Y,105,0 days 00:05:58,4
ID3625,04-03-2015 16:36,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID3626,04-03-2015 16:36,Becky,Washing Machine,Y,Y,83,0 days 00:05:52,4
ID3627,04-03-2015 16:56,Dan,Television,Y,Y,31,0 days 00:02:49,4
ID3628,04-03-2015 16:56,Jim,Toaster,Y,N,57,0 days 00:04:57,1
ID3629,04-03-2015 17:15,Greg,Washing Machine,Y,Y,54,0 days 00:04:19,5
ID3630,04-03-2015 17:15,Jim,Washing Machine,Y,N,91,0 days 00:05:44,5
ID3631,04-03-2015 17:22,Martha,Washing Machine,Y,Y,96,0 days 00:00:44,1
ID3632,04-03-2015 17:22,Stewart,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3633,04-03-2015 17:25,Becky,Fridge,Y,Y,46,0 days 00:04:32,4
ID3634,04-03-2015 17:25,Martha,Fridge,Y,Y,94,0 days 00:05:15,4
ID3635,04-03-2015 17:39,Becky,Television,Y,Y,48,0 days 00:05:55,4
ID3636,04-03-2015 17:39,Jim,Air Conditioner,Y,Y,38,0 days 00:03:44,3
ID3637,05-03-2015 10:24,Becky,Toaster,Y,N,98,0 days 00:00:59,5
ID3638,05-03-2015 10:24,Becky,Fridge,Y,Y,59,0 days 00:05:22,5
ID3639,05-03-2015 10:46,Diane,Air Conditioner,Y,Y,18,0 days 00:04:15,4
ID3640,05-03-2015 10:46,Diane,Television,Y,Y,118,0 days 00:00:41,2
ID3641,05-03-2015 10:52,Greg,Toaster,Y,Y,97,0 days 00:00:34,4
ID3642,05-03-2015 10:52,Jim,Air Conditioner,Y,Y,41,0 days 00:04:00,3
ID3643,05-03-2015 11:15,Greg,Television,Y,Y,24,0 days 00:04:43,3
ID3644,05-03-2015 11:15,Becky,Television,Y,Y,112,0 days 00:00:59,3
ID3645,05-03-2015 11:24,Martha,Air Conditioner,Y,Y,104,0 days 00:02:35,2
ID3646,05-03-2015 11:24,Diane,Toaster,Y,N,117,0 days 00:02:11,4
ID3647,05-03-2015 11:44,Jim,Air Conditioner,Y,Y,51,0 days 00:04:22,4
ID3648,05-03-2015 11:44,Becky,Fridge,Y,Y,62,0 days 00:05:59,4
ID3649,05-03-2015 12:11,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID3650,05-03-2015 12:11,Stewart,Air Conditioner,Y,Y,56,0 days 00:04:19,4
ID3651,05-03-2015 12:31,Joe,Washing Machine,Y,Y,72,0 days 00:01:35,4
ID3652,05-03-2015 12:31,Jim,Air Conditioner,Y,Y,115,0 days 00:04:49,1
ID3653,05-03-2015 12:41,Joe,Fridge,Y,N,118,0 days 00:03:00,3
ID3654,05-03-2015 12:41,Stewart,Toaster,Y,Y,98,0 days 00:02:31,3
ID3655,05-03-2015 12:47,Diane,Television,Y,Y,112,0 days 00:01:47,4
ID3656,05-03-2015 12:47,Stewart,Air Conditioner,Y,Y,75,0 days 00:03:23,1
ID3657,05-03-2015 12:50,Becky,Toaster,Y,Y,34,0 days 00:01:53,3
ID3658,05-03-2015 12:50,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID3659,05-03-2015 13:26,Stewart,Toaster,Y,Y,111,0 days 00:05:30,4
ID3660,05-03-2015 13:26,Martha,Television,Y,Y,81,0 days 00:02:55,4
ID3661,05-03-2015 13:42,Joe,Air Conditioner,Y,Y,16,0 days 00:02:38,3
ID3662,05-03-2015 13:42,Dan,Toaster,Y,Y,75,0 days 00:03:13,3
ID3663,05-03-2015 14:13,Becky,Television,Y,Y,11,0 days 00:06:48,4
ID3664,05-03-2015 14:13,Dan,Toaster,Y,Y,65,0 days 00:04:44,3
ID3665,05-03-2015 14:22,Stewart,Washing Machine,Y,Y,36,0 days 00:04:14,3
ID3666,05-03-2015 14:22,Jim,Toaster,Y,Y,28,0 days 00:03:37,2
ID3667,05-03-2015 15:15,Jim,Fridge,Y,Y,34,0 days 00:04:24,4
ID3668,05-03-2015 15:15,Becky,Television,N,N,0,0 days 00:00:00,0
ID3669,05-03-2015 15:51,Becky,Television,Y,Y,105,0 days 00:03:30,4
ID3670,05-03-2015 15:51,Stewart,Toaster,N,N,0,0 days 00:00:00,0
ID3671,05-03-2015 15:54,Stewart,Washing Machine,Y,Y,23,0 days 00:01:18,1
ID3672,05-03-2015 15:54,Stewart,Television,Y,N,74,0 days 00:03:31,1
ID3673,05-03-2015 16:10,Stewart,Washing Machine,Y,Y,19,0 days 00:05:04,4
ID3674,05-03-2015 16:10,Diane,Television,Y,Y,102,0 days 00:04:01,4
ID3675,05-03-2015 16:13,Joe,Television,Y,N,16,0 days 00:04:06,3
ID3676,05-03-2015 16:13,Joe,Washing Machine,Y,Y,56,0 days 00:01:11,5
ID3677,05-03-2015 16:16,Joe,Television,Y,Y,22,0 days 00:03:50,2
ID3678,05-03-2015 16:16,Joe,Air Conditioner,Y,Y,68,0 days 00:04:30,4
ID3679,05-03-2015 16:20,Martha,Air Conditioner,Y,Y,103,0 days 00:05:40,4
ID3680,05-03-2015 16:20,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3681,05-03-2015 16:20,Stewart,Air Conditioner,Y,Y,74,0 days 00:04:22,3
ID3682,05-03-2015 16:20,Stewart,Fridge,Y,Y,72,0 days 00:03:13,3
ID3683,05-03-2015 16:23,Diane,Television,Y,Y,44,0 days 00:04:44,3
ID3684,05-03-2015 16:23,Joe,Washing Machine,Y,Y,118,0 days 00:03:43,3
ID3685,05-03-2015 17:31,Dan,Toaster,Y,N,102,0 days 00:02:09,5
ID3686,05-03-2015 17:31,Greg,Air Conditioner,Y,Y,116,0 days 00:05:30,2
ID3687,05-03-2015 17:34,Jim,Television,N,N,0,0 days 00:00:00,0
ID3688,05-03-2015 17:34,Jim,Washing Machine,Y,N,116,0 days 00:03:20,5
ID3689,05-03-2015 17:52,Becky,Fridge,Y,Y,29,0 days 00:03:17,2
ID3690,05-03-2015 17:52,Stewart,Television,N,N,0,0 days 00:00:00,0
ID3691,06-03-2015 09:00,Martha,Air Conditioner,Y,Y,73,0 days 00:01:20,4
ID3692,06-03-2015 09:00,Stewart,Toaster,Y,Y,85,0 days 00:02:15,5
ID3693,06-03-2015 09:51,Diane,Fridge,Y,Y,22,0 days 00:05:01,3
ID3694,06-03-2015 09:51,Jim,Washing Machine,Y,Y,29,0 days 00:01:21,3
ID3695,06-03-2015 10:00,Becky,Washing Machine,Y,Y,56,0 days 00:02:27,5
ID3696,06-03-2015 10:00,Martha,Fridge,Y,Y,93,0 days 00:05:48,3
ID3697,06-03-2015 10:17,Greg,Television,Y,Y,85,0 days 00:06:04,5
ID3698,06-03-2015 10:17,Martha,Toaster,N,N,0,0 days 00:00:00,0
ID3699,06-03-2015 10:17,Greg,Television,Y,Y,69,0 days 00:02:43,5
ID3700,06-03-2015 10:17,Becky,Washing Machine,Y,Y,66,0 days 00:03:27,2
ID3701,06-03-2015 10:40,Joe,Toaster,Y,Y,117,0 days 00:06:36,3
ID3702,06-03-2015 10:40,Dan,Toaster,Y,Y,71,0 days 00:03:12,1
ID3703,06-03-2015 10:45,Martha,Fridge,Y,Y,23,0 days 00:05:05,4
ID3704,06-03-2015 10:45,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID3705,06-03-2015 11:02,Dan,Air Conditioner,Y,Y,116,0 days 00:00:52,4
ID3706,06-03-2015 11:02,Jim,Washing Machine,Y,Y,52,0 days 00:06:46,4
ID3707,06-03-2015 11:21,Martha,Fridge,Y,Y,106,0 days 00:01:52,5
ID3708,06-03-2015 11:21,Joe,Washing Machine,N,N,0,0 days 00:00:00,0
ID3709,06-03-2015 11:25,Martha,Fridge,Y,Y,48,0 days 00:03:21,1
ID3710,06-03-2015 11:25,Dan,Toaster,Y,Y,93,0 days 00:06:38,2
ID3711,06-03-2015 11:28,Martha,Toaster,Y,Y,106,0 days 00:00:54,5
ID3712,06-03-2015 11:28,Joe,Television,N,N,0,0 days 00:00:00,0
ID3713,06-03-2015 12:07,Becky,Fridge,Y,Y,33,0 days 00:04:52,4
ID3714,06-03-2015 12:07,Joe,Fridge,Y,Y,18,0 days 00:02:30,5
ID3715,06-03-2015 12:18,Joe,Air Conditioner,Y,Y,118,0 days 00:05:36,4
ID3716,06-03-2015 12:18,Martha,Toaster,N,N,0,0 days 00:00:00,0
ID3717,06-03-2015 12:46,Stewart,Fridge,Y,Y,55,0 days 00:03:31,3
ID3718,06-03-2015 12:46,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID3719,06-03-2015 13:22,Jim,Fridge,Y,Y,35,0 days 00:03:42,3
ID3720,06-03-2015 13:22,Joe,Television,Y,Y,10,0 days 00:04:22,2
ID3721,06-03-2015 13:32,Jim,Washing Machine,Y,Y,114,0 days 00:03:16,3
ID3722,06-03-2015 13:32,Jim,Television,Y,Y,85,0 days 00:02:01,4
ID3723,06-03-2015 13:42,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID3724,06-03-2015 13:42,Becky,Fridge,Y,Y,84,0 days 00:06:06,3
ID3725,06-03-2015 13:46,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3726,06-03-2015 13:46,Greg,Television,Y,Y,73,0 days 00:02:12,3
ID3727,06-03-2015 13:49,Becky,Fridge,Y,Y,22,0 days 00:04:45,4
ID3728,06-03-2015 13:49,Diane,Fridge,Y,Y,102,0 days 00:03:29,5
ID3729,06-03-2015 14:25,Diane,Television,Y,Y,14,0 days 00:03:19,3
ID3730,06-03-2015 14:25,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID3731,06-03-2015 14:28,Becky,Television,N,N,0,0 days 00:00:00,0
ID3732,06-03-2015 14:28,Jim,Toaster,Y,Y,66,0 days 00:03:10,1
ID3733,06-03-2015 16:10,Becky,Washing Machine,Y,Y,57,0 days 00:03:23,5
ID3734,06-03-2015 16:10,Dan,Toaster,Y,Y,40,0 days 00:05:17,4
ID3735,06-03-2015 16:27,Jim,Washing Machine,Y,Y,90,0 days 00:02:48,4
ID3736,06-03-2015 16:27,Diane,Air Conditioner,Y,Y,74,0 days 00:01:24,4
ID3737,06-03-2015 16:32,Diane,Television,Y,Y,65,0 days 00:06:29,3
ID3738,06-03-2015 16:32,Jim,Toaster,Y,Y,125,0 days 00:00:42,5
ID3739,06-03-2015 16:35,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID3740,06-03-2015 16:35,Dan,Air Conditioner,Y,N,71,0 days 00:06:02,5
ID3741,06-03-2015 16:40,Stewart,Washing Machine,Y,Y,37,0 days 00:02:01,1
ID3742,06-03-2015 16:40,Greg,Air Conditioner,Y,Y,119,0 days 00:06:19,4
ID3743,06-03-2015 16:49,Martha,Fridge,Y,Y,22,0 days 00:01:23,4
ID3744,06-03-2015 16:49,Dan,Air Conditioner,Y,Y,76,0 days 00:01:12,5
ID3745,06-03-2015 17:15,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID3746,06-03-2015 17:15,Martha,Television,Y,N,125,0 days 00:04:56,5
ID3747,06-03-2015 17:18,Diane,Toaster,Y,N,34,0 days 00:03:53,1
ID3748,06-03-2015 17:18,Diane,Fridge,Y,Y,121,0 days 00:06:28,3
ID3749,06-03-2015 17:22,Diane,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3750,06-03-2015 17:22,Greg,Toaster,N,N,0,0 days 00:00:00,0
ID3751,06-03-2015 17:22,Martha,Television,Y,Y,17,0 days 00:02:02,1
ID3752,06-03-2015 17:22,Dan,Washing Machine,Y,Y,65,0 days 00:05:23,1
ID3753,07-03-2015 09:59,Stewart,Air Conditioner,Y,Y,65,0 days 00:04:27,5
ID3754,07-03-2015 09:59,Jim,Toaster,N,N,0,0 days 00:00:00,0
ID3755,07-03-2015 10:01,Martha,Toaster,Y,Y,96,0 days 00:06:46,1
ID3756,07-03-2015 10:01,Diane,Washing Machine,Y,Y,23,0 days 00:06:54,4
ID3757,07-03-2015 10:58,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3758,07-03-2015 10:58,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID3759,07-03-2015 12:01,Jim,Toaster,Y,Y,105,0 days 00:02:00,4
ID3760,07-03-2015 12:01,Dan,Fridge,N,N,0,0 days 00:00:00,0
ID3761,07-03-2015 12:07,Jim,Television,Y,Y,42,0 days 00:01:56,5
ID3762,07-03-2015 12:07,Jim,Fridge,Y,Y,79,0 days 00:02:07,4
ID3763,07-03-2015 12:21,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID3764,07-03-2015 12:21,Martha,Toaster,Y,Y,35,0 days 00:01:02,5
ID3765,07-03-2015 12:33,Martha,Toaster,Y,Y,70,0 days 00:06:44,4
ID3766,07-03-2015 12:33,Becky,Fridge,Y,Y,104,0 days 00:06:28,4
ID3767,07-03-2015 13:06,Greg,Fridge,Y,Y,103,0 days 00:02:11,3
ID3768,07-03-2015 13:06,Greg,Television,N,N,0,0 days 00:00:00,0
ID3769,07-03-2015 13:20,Becky,Toaster,Y,Y,22,0 days 00:06:19,3
ID3770,07-03-2015 13:20,Stewart,Washing Machine,Y,Y,48,0 days 00:05:50,2
ID3771,07-03-2015 13:40,Becky,Toaster,N,N,0,0 days 00:00:00,0
ID3772,07-03-2015 13:40,Stewart,Air Conditioner,Y,Y,12,0 days 00:02:32,3
ID3773,07-03-2015 13:46,Joe,Air Conditioner,Y,Y,16,0 days 00:04:36,3
ID3774,07-03-2015 13:46,Joe,Washing Machine,Y,Y,116,0 days 00:04:01,2
ID3775,07-03-2015 13:52,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID3776,07-03-2015 13:52,Greg,Fridge,Y,Y,25,0 days 00:02:23,2
ID3777,07-03-2015 13:53,Greg,Fridge,Y,Y,30,0 days 00:04:35,4
ID3778,07-03-2015 13:53,Joe,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3779,07-03-2015 14:35,Jim,Air Conditioner,Y,Y,29,0 days 00:03:55,2
ID3780,07-03-2015 14:35,Jim,Toaster,Y,Y,23,0 days 00:03:16,4
ID3781,07-03-2015 14:42,Stewart,Washing Machine,Y,Y,11,0 days 00:05:10,5
ID3782,07-03-2015 14:42,Martha,Washing Machine,Y,Y,114,0 days 00:02:36,3
ID3783,07-03-2015 15:25,Jim,Television,Y,Y,27,0 days 00:00:53,3
ID3784,07-03-2015 15:25,Dan,Television,Y,Y,64,0 days 00:03:27,3
ID3785,07-03-2015 15:30,Becky,Fridge,Y,Y,59,0 days 00:03:40,2
ID3786,07-03-2015 15:30,Martha,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3787,07-03-2015 15:36,Joe,Toaster,Y,Y,10,0 days 00:03:26,5
ID3788,07-03-2015 15:36,Martha,Fridge,Y,Y,84,0 days 00:01:40,2
ID3789,07-03-2015 15:59,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID3790,07-03-2015 15:59,Jim,Fridge,N,N,0,0 days 00:00:00,0
ID3791,07-03-2015 16:24,Dan,Fridge,N,N,0,0 days 00:00:00,0
ID3792,07-03-2015 16:24,Greg,Fridge,Y,N,56,0 days 00:01:07,5
ID3793,07-03-2015 16:43,Diane,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3794,07-03-2015 16:43,Jim,Toaster,Y,Y,119,0 days 00:06:29,4
ID3795,07-03-2015 16:46,Diane,Television,Y,Y,19,0 days 00:02:23,3
ID3796,07-03-2015 16:46,Jim,Washing Machine,Y,Y,96,0 days 00:05:21,4
ID3797,07-03-2015 16:58,Joe,Fridge,Y,Y,13,0 days 00:01:37,5
ID3798,07-03-2015 16:58,Becky,Fridge,Y,N,22,0 days 00:05:49,5
ID3799,07-03-2015 17:15,Stewart,Television,N,N,0,0 days 00:00:00,0
ID3800,07-03-2015 17:15,Dan,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3801,08-03-2015 09:07,Dan,Fridge,Y,Y,43,0 days 00:03:24,3
ID3802,08-03-2015 09:07,Martha,Washing Machine,Y,Y,39,0 days 00:03:59,2
ID3803,08-03-2015 09:57,Diane,Air Conditioner,Y,Y,26,0 days 00:01:39,5
ID3804,08-03-2015 09:57,Becky,Television,Y,Y,27,0 days 00:04:14,2
ID3805,08-03-2015 10:24,Diane,Toaster,Y,Y,72,0 days 00:07:00,5
ID3806,08-03-2015 10:24,Dan,Washing Machine,Y,Y,77,0 days 00:00:31,4
ID3807,08-03-2015 10:29,Martha,Fridge,Y,Y,119,0 days 00:00:51,3
ID3808,08-03-2015 10:29,Diane,Washing Machine,Y,Y,30,0 days 00:01:53,4
ID3809,08-03-2015 10:36,Becky,Toaster,Y,Y,112,0 days 00:03:46,4
ID3810,08-03-2015 10:36,Jim,Fridge,Y,Y,34,0 days 00:05:17,2
ID3811,08-03-2015 11:19,Greg,Air Conditioner,Y,Y,99,0 days 00:01:25,3
ID3812,08-03-2015 11:19,Greg,Fridge,N,N,0,0 days 00:00:00,0
ID3813,08-03-2015 11:22,Jim,Fridge,Y,Y,40,0 days 00:02:48,4
ID3814,08-03-2015 11:22,Martha,Television,Y,Y,55,0 days 00:03:18,3
ID3815,08-03-2015 12:23,Greg,Fridge,Y,Y,79,0 days 00:01:25,3
ID3816,08-03-2015 12:23,Greg,Air Conditioner,Y,Y,67,0 days 00:03:51,3
ID3817,08-03-2015 12:25,Stewart,Fridge,Y,Y,68,0 days 00:01:07,4
ID3818,08-03-2015 12:25,Joe,Television,Y,N,69,0 days 00:06:28,5
ID3819,08-03-2015 13:07,Dan,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3820,08-03-2015 13:07,Dan,Toaster,Y,Y,29,0 days 00:02:35,3
ID3821,08-03-2015 13:10,Dan,Air Conditioner,Y,N,62,0 days 00:05:22,3
ID3822,08-03-2015 13:10,Stewart,Toaster,Y,Y,109,0 days 00:05:19,4
ID3823,08-03-2015 13:33,Martha,Toaster,Y,Y,59,0 days 00:04:30,3
ID3824,08-03-2015 13:33,Joe,Air Conditioner,Y,Y,51,0 days 00:03:01,4
ID3825,08-03-2015 13:46,Greg,Television,Y,Y,11,0 days 00:05:22,4
ID3826,08-03-2015 13:46,Stewart,Fridge,N,N,0,0 days 00:00:00,0
ID3827,08-03-2015 13:50,Joe,Toaster,Y,Y,44,0 days 00:03:26,4
ID3828,08-03-2015 13:50,Stewart,Toaster,Y,Y,35,0 days 00:03:56,2
ID3829,08-03-2015 13:55,Becky,Television,Y,Y,17,0 days 00:03:38,1
ID3830,08-03-2015 13:55,Dan,Television,Y,Y,105,0 days 00:06:08,4
ID3831,08-03-2015 14:35,Diane,Television,N,N,0,0 days 00:00:00,0
ID3832,08-03-2015 14:35,Greg,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3833,08-03-2015 15:00,Diane,Fridge,Y,Y,10,0 days 00:00:34,5
ID3834,08-03-2015 15:00,Becky,Toaster,Y,Y,110,0 days 00:01:54,3
ID3835,08-03-2015 15:04,Greg,Toaster,Y,Y,41,0 days 00:01:13,5
ID3836,08-03-2015 15:04,Stewart,Washing Machine,Y,Y,46,0 days 00:02:30,4
ID3837,08-03-2015 15:25,Martha,Fridge,Y,Y,109,0 days 00:03:02,3
ID3838,08-03-2015 15:25,Becky,Air Conditioner,Y,Y,18,0 days 00:02:59,5
ID3839,08-03-2015 15:40,Becky,Toaster,Y,Y,61,0 days 00:02:21,4
ID3840,08-03-2015 15:40,Dan,Television,Y,N,42,0 days 00:04:05,3
ID3841,08-03-2015 16:37,Diane,Toaster,Y,Y,105,0 days 00:05:15,3
ID3842,08-03-2015 16:37,Martha,Fridge,Y,Y,85,0 days 00:00:34,3
ID3843,08-03-2015 17:00,Becky,Washing Machine,Y,N,95,0 days 00:05:05,3
ID3844,08-03-2015 17:00,Dan,Toaster,Y,Y,71,0 days 00:01:00,5
ID3845,08-03-2015 17:31,Greg,Toaster,Y,Y,15,0 days 00:04:52,3
ID3846,08-03-2015 17:31,Becky,Fridge,Y,Y,21,0 days 00:02:51,5
ID3847,08-03-2015 17:38,Diane,Television,Y,N,123,0 days 00:02:03,4
ID3848,08-03-2015 17:38,Jim,Fridge,Y,Y,107,0 days 00:03:59,1
ID3849,08-03-2015 17:48,Joe,Television,Y,Y,93,0 days 00:06:50,3
ID3850,08-03-2015 17:48,Dan,Toaster,Y,Y,110,0 days 00:00:31,4
ID3851,08-03-2015 17:48,Diane,Television,Y,Y,18,0 days 00:02:07,5
ID3852,08-03-2015 17:48,Jim,Washing Machine,Y,Y,33,0 days 00:04:43,3
ID3853,08-03-2015 17:51,Jim,Washing Machine,Y,Y,71,0 days 00:04:36,4
ID3854,08-03-2015 17:51,Dan,Fridge,Y,Y,19,0 days 00:05:07,4
ID3855,08-03-2015 17:52,Dan,Toaster,Y,Y,93,0 days 00:06:41,4
ID3856,08-03-2015 17:52,Diane,Air Conditioner,Y,Y,43,0 days 00:03:39,1
ID3857,09-03-2015 09:18,Diane,Air Conditioner,Y,N,92,0 days 00:04:53,5
ID3858,09-03-2015 09:18,Martha,Washing Machine,Y,Y,19,0 days 00:05:14,3
ID3859,09-03-2015 09:40,Dan,Washing Machine,N,N,0,0 days 00:00:00,0
ID3860,09-03-2015 09:40,Becky,Washing Machine,Y,Y,66,0 days 00:02:15,1
ID3861,09-03-2015 10:13,Greg,Washing Machine,Y,Y,47,0 days 00:02:16,4
ID3862,09-03-2015 10:13,Dan,Air Conditioner,Y,Y,80,0 days 00:05:23,3
ID3863,09-03-2015 10:27,Greg,Television,Y,Y,82,0 days 00:03:37,2
ID3864,09-03-2015 10:27,Martha,Air Conditioner,Y,Y,88,0 days 00:02:51,1
ID3865,09-03-2015 10:29,Martha,Air Conditioner,Y,Y,51,0 days 00:01:26,4
ID3866,09-03-2015 10:29,Becky,Washing Machine,Y,N,41,0 days 00:05:24,3
ID3867,09-03-2015 10:30,Diane,Toaster,Y,Y,46,0 days 00:02:54,1
ID3868,09-03-2015 10:30,Martha,Air Conditioner,Y,Y,113,0 days 00:06:41,4
ID3869,09-03-2015 11:02,Diane,Fridge,Y,Y,52,0 days 00:02:56,4
ID3870,09-03-2015 11:02,Diane,Air Conditioner,Y,Y,77,0 days 00:05:01,3
ID3871,09-03-2015 11:03,Greg,Television,Y,Y,119,0 days 00:01:56,1
ID3872,09-03-2015 11:03,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID3873,09-03-2015 11:22,Joe,Fridge,Y,Y,63,0 days 00:00:50,3
ID3874,09-03-2015 11:22,Becky,Television,Y,N,41,0 days 00:06:21,4
ID3875,09-03-2015 11:48,Diane,Washing Machine,Y,Y,93,0 days 00:06:40,5
ID3876,09-03-2015 11:48,Becky,Television,Y,N,63,0 days 00:05:06,2
ID3877,09-03-2015 13:22,Diane,Washing Machine,N,N,0,0 days 00:00:00,0
ID3878,09-03-2015 13:22,Martha,Television,Y,N,43,0 days 00:01:57,2
ID3879,09-03-2015 13:26,Jim,Toaster,Y,Y,88,0 days 00:02:36,4
ID3880,09-03-2015 13:26,Stewart,Washing Machine,Y,Y,100,0 days 00:01:06,4
ID3881,09-03-2015 13:45,Diane,Fridge,N,N,0,0 days 00:00:00,0
ID3882,09-03-2015 13:45,Stewart,Fridge,Y,Y,108,0 days 00:01:01,5
ID3883,09-03-2015 15:21,Greg,Toaster,Y,Y,88,0 days 00:04:01,3
ID3884,09-03-2015 15:21,Diane,Toaster,N,N,0,0 days 00:00:00,0
ID3885,09-03-2015 15:23,Becky,Washing Machine,Y,Y,72,0 days 00:04:43,3
ID3886,09-03-2015 15:23,Joe,Television,Y,Y,52,0 days 00:03:31,5
ID3887,09-03-2015 15:27,Stewart,Air Conditioner,Y,Y,15,0 days 00:04:43,5
ID3888,09-03-2015 15:27,Dan,Toaster,Y,Y,113,0 days 00:04:49,3
ID3889,09-03-2015 15:41,Martha,Air Conditioner,Y,Y,123,0 days 00:05:02,1
ID3890,09-03-2015 15:41,Greg,Toaster,Y,Y,97,0 days 00:02:01,4
ID3891,09-03-2015 15:43,Becky,Fridge,Y,Y,22,0 days 00:04:40,3
ID3892,09-03-2015 15:43,Greg,Washing Machine,Y,Y,62,0 days 00:06:36,5
ID3893,09-03-2015 15:44,Becky,Washing Machine,Y,N,79,0 days 00:06:02,1
ID3894,09-03-2015 15:44,Diane,Toaster,Y,Y,85,0 days 00:03:07,4
ID3895,09-03-2015 15:59,Stewart,Air Conditioner,Y,Y,74,0 days 00:00:47,5
ID3896,09-03-2015 15:59,Jim,Television,Y,Y,61,0 days 00:05:00,4
ID3897,09-03-2015 16:52,Diane,Toaster,Y,Y,81,0 days 00:04:35,2
ID3898,09-03-2015 16:52,Joe,Fridge,N,N,0,0 days 00:00:00,0
ID3899,09-03-2015 16:59,Joe,Washing Machine,Y,Y,74,0 days 00:06:17,5
ID3900,09-03-2015 16:59,Stewart,Washing Machine,Y,N,32,0 days 00:04:19,4
ID3901,09-03-2015 17:06,Greg,Air Conditioner,Y,Y,99,0 days 00:04:24,3
ID3902,09-03-2015 17:06,Becky,Fridge,N,N,0,0 days 00:00:00,0
ID3903,10-03-2015 09:12,Dan,Air Conditioner,Y,Y,75,0 days 00:02:49,5
ID3904,10-03-2015 09:12,Martha,Toaster,N,N,0,0 days 00:00:00,0
ID3905,10-03-2015 09:18,Dan,Air Conditioner,Y,Y,114,0 days 00:04:33,5
ID3906,10-03-2015 09:18,Greg,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3907,10-03-2015 09:51,Jim,Fridge,Y,Y,50,0 days 00:06:13,3
ID3908,10-03-2015 09:51,Jim,Air Conditioner,N,N,0,0 days 00:00:00,0
ID3909,10-03-2015 10:06,Jim,Fridge,Y,N,115,0 days 00:03:10,2
ID3910,10-03-2015 10:06,Becky,Fridge,Y,Y,48,0 days 00:01:31,4
ID3911,10-03-2015 10:07,Joe,Toaster,Y,Y,16,0 days 00:01:55,1
ID3912,10-03-2015 10:07,Stewart,Air Conditioner,Y,Y,74,0 days 00:06:37,5
ID3913,10-03-2015 10:22,Joe,Toaster,N,N,0,0 days 00:00:00,0
ID3914,10-03-2015 10:22,Greg,Washing Machine,N,N,0,0 days 00:00:00,0
ID3915,10-03-2015 10:26,Greg,Television,N,N,0,0 days 00:00:00,0
ID3916,10-03-2015 10:26,Stewart,Television,Y,Y,37,0 days 00:05:05,5
